"time","xS","xI","xV","xR","xC","xF","xJ","R_t","date"
840,69894.193817946,278.2573282712,25204.0226073311,4623.52624645149,0.428100336217909,23955.4909635788,25.3809695190563,0.749919149646965,2022-04-20
841,69913.9142777087,271.283293177408,25202.4629429769,4612.33948613677,0.420019672144944,23976.004847655,25.4097332548949,0.742590145621801,2022-04-21
842,69934.1975153744,264.287341637807,25200.9647139581,4600.55042902956,0.411799684658469,23995.7980703068,25.437790369342,0.735043107305121,2022-04-22
843,69955.0346575447,257.274600072676,25199.5286340502,4588.16210833235,0.40344383807083,24014.8737506457,25.4651387174339,0.727270532210996,2022-04-23
844,69976.4161365532,250.250375887919,25198.1553760175,4575.1781115413,0.394956120186014,24033.2357803711,25.4917767501087,0.719265135495601,2022-04-24
845,69998.3317275072,243.220162354591,25196.8455761584,4561.60253397966,0.386341065520083,24050.888777238,25.5177034625419,0.711019904845244,2022-04-25
846,70020.7705297396,236.189644118699,25195.5998327765,4547.439993365,0.377603791438202,24067.8381094541,25.5429184135907,0.70252814194563,2022-04-26
847,70043.7209501326,229.164700514383,25194.4187046573,4532.69564469539,0.368750032458499,24084.0899183222,25.5674217457164,0.693783509770986,2022-04-27
848,70067.1706886879,222.151406524612,25193.3027095619,4517.37519522547,0.35978617213892,24099.6511387462,25.591214205155,0.684780085605379,2022-04-28
849,70091.106726739,215.156031222825,25192.2523227488,4501.48491928909,0.350719271892816,24114.5295171887,25.6142971620895,0.675512419642263,2022-04-29
850,70115.5153182286,208.1850335227,25191.267975538,4485.03167271048,0.341557096012717,24128.7336266481,25.6366726305601,0.665975598926096,2022-04-30
851,70140.3819844771,201.245055062189,25190.35005393,4468.02290653052,0.332308132122188,24142.2728782028,25.658343287831,0.656165316301716,2022-05-01
852,70165.6915128908,194.342910052909,25189.4988972962,4450.46667975994,0.322981606226057,24155.1575286583,25.6793124929122,0.646077943923487,2022-05-02
853,70191.4279600489,187.485571937673,25188.7147971558,4432.37167085762,0.313587491493122,24167.3986838287,25.6995843039205,0.63571061074802,2022-05-03
854,70217.5746596073,180.680156718153,25187.9979960552,4413.7471876193,0.304136509886429,24179.0082969882,25.7191634939456,0.694512536992133,2022-05-04
855,70242.8897561074,175.121245550248,25187.3255451007,4394.66345324176,0.296323070918422,24191.2469603724,25.7372543500743,0.680725637341875,2022-05-05
856,70268.6004425752,169.498813467101,25186.7187463935,4375.18199756427,0.288331563146537,24202.8627377999,25.7547781567433,0.666862552208334,2022-05-06
857,70294.6928319546,163.828773469129,25186.1778256684,4355.30056890802,0.280180935358416,24213.8659319573,25.7717291364367,0.652904170706929,2022-05-07
858,70321.1519304184,158.126581248321,25185.7029527619,4335.01853557149,0.271890419762333,24224.2680127864,25.788103155437,0.638833976966082,2022-05-08
859,70347.9617258395,152.407239606468,25185.2942469758,4314.33678757832,0.263479537113118,24234.0815207824,25.8038976222484,0.624638032194715,2022-05-09
860,70375.1052399878,146.685304662326,25184.9517760989,4293.2576792511,0.25496810644415,24243.3200282558,25.8191114429653,0.610304948328723,2022-05-10
861,70402.5645859162,140.974885866712,25184.6755556445,4271.7849725726,0.246376239188094,24251.9980947142,25.8337449769524,0.595825870470009,2022-05-11
862,70430.3210310142,135.289639944803,25184.4655483244,4249.9237807167,0.237724317293904,24260.1312158668,25.8477999922076,0.58119446520783,2022-05-12
863,70458.3550660603,129.642759014185,25184.321663772,4227.68051115368,0.229032955152756,24267.7357659054,25.8612796197952,0.566406911841342,2022-05-13
864,70486.6464804424,124.046953255046,25184.2437585312,4205.06280777144,0.220322945394916,24274.8289328722,25.874188306769,0.551461893487592,2022-05-14
865,70515.1744435437,118.514428634868,25184.2316363194,4182.07949150228,0.211615188911388,24281.4286470961,25.8865317670484,0.5363605850708,2022-05-15
866,70543.9175921092,113.056860312338,25184.2850485733,4158.74049900532,0.202930609783529,24287.5535028591,25.8983169297667,0.521106635256129,2022-05-16
867,70572.8541232308,107.685362461566,25184.4036952812,4135.05681902657,0.194290056163015,24293.2226736352,25.9095518846831,0.505706139523229,2022-05-17
868,70601.9618923947,102.410455364966,25184.5872260994,4111.04042614099,0.185714188522699,24298.4558214364,25.9202458243269,0.490167601778949,2022-05-18
869,70631.2185300194,97.2420408020657,25184.8352481838,4086.70418099486,0.177223365195644,24303.2729598586,25.9304089306053,0.474501877605733,2022-05-19
870,70660.6014899679,92.1893256819144,25185.147302108,4062.06188224239,0.168837478289346,24307.6945188616,25.9400525189098,0.458722125104853,2022-05-20
871,70690.0882446706,87.2608491071654,25185.5229024349,4037.12800378757,0.160575866261588,24311.7409934058,25.9491886542308,0.442843690923058,2022-05-21
872,70719.6563357671,82.4644065574133,25185.9615140982,4011.91774357747,0.152457139553694,24315.4330038595,25.9578302900855,0.426884026430274,2022-05-22
873,70749.2834981507,77.8070293388992,25186.4625612275,3986.44691128311,0.144499048216949,24318.791148294,25.965991139769,0.410862560438767,2022-05-23
